"listingValue","product_name","product_url","product_Feature_name","product_Feature_value_name","remove"
"","AirPods Max - Technical Specifications","https://support.apple.com/kb/SP835?viewlocale=en_US&locale=en_US","System Requirements8","iPhone and iPod touch models with the latest version of iOS","1"
"","AirPods Max - Technical Specifications","https://support.apple.com/kb/SP835?viewlocale=en_US&locale=en_US","System Requirements8","iPad models with the latest version of iPadOS","1"
"","AirPods Max - Technical Specifications","https://support.apple.com/kb/SP835?viewlocale=en_US&locale=en_US","System Requirements8","Apple Watch models with the latest version of watchOS","1"
"","AirPods Max - Technical Specifications","https://support.apple.com/kb/SP835?viewlocale=en_US&locale=en_US","System Requirements8","Mac models with the latest version of macOS","1"
"","AirPods Max - Technical Specifications","https://support.apple.com/kb/SP835?viewlocale=en_US&locale=en_US","System Requirements8","Apple TV models with the latest version of tvOS","1"
"","AirPods Max - Technical Specifications","https://support.apple.com/kb/SP835?viewlocale=en_US&locale=en_US","Compatibility","","1"
"","AirPods Max - Technical Specifications","https://support.apple.com/kb/SP835?viewlocale=en_US&locale=en_US","AirPods Max and the Environment","","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Finish","Silver","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Finish","Graphite","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Finish","Gold","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Finish","Pacific Blue","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Capacity1","128GB","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Capacity1","256GB","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Capacity1","512GB","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Size and Weight2","Width: 3.07 inches (78.1 mm)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Size and Weight2","Height: 6.33 inches (160.8 mm)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Size and Weight2","Depth: 0.29 inch (7.4 mm)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Size and Weight2","Weight: 8.03 ounces (228 grams)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Display","Super Retina XDR display","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Display","6.7‑inch (diagonal) all‑screen OLED display","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Display","2778‑by‑1284-pixel resolution at 458 ppi","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Display","HDR display","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Display","True Tone","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Display","Wide color (P3)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Display","Haptic Touch","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Display","2,000,000:1 contrast ratio (typical)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Display","800 nits max brightness (typical); 1200 nits max brightness (HDR)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Display","Fingerprint-resistant oleophobic coating","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Display","Support for display of multiple languages and characters simultaneously","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Splash, Water, and Dust Resistant3","Rated IP68 (maximum depth of 6 meters up to 30 minutes) under IEC standard 60529","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Chip","A14 Bionic chip","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Chip","Next‑generation Neural Engine","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Pro 12MP camera system: Ultra Wide, Wide, and Telephoto cameras","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Ultra Wide: ƒ/2.4 aperture and 120° field of view","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Wide: ƒ/1.6 aperture","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Telephoto: ƒ/2.2 aperture","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","2.5x optical zoom in, 2x optical zoom out; 5x optical zoom range","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Digital zoom up to 12x","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Night mode portraits enabled by LiDAR Scanner","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Portrait mode with advanced bokeh and Depth Control","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Portrait Lighting with six effects (Natural, Studio, Contour, Stage, Stage Mono, High‑Key Mono)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Dual optical image stabilization (Wide and Telephoto)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Sensor-shift optical image stabilization","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Five-element lens (Ultra Wide); six‑element lens (Telephoto); seven-element lens (Wide)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Brighter True Tone flash with Slow Sync","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Panorama (up to 63MP)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Sapphire crystal lens cover","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","100% Focus Pixels (Wide)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Night mode (Ultra Wide, Wide)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Deep Fusion (Ultra Wide, Wide, Telephoto)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Smart HDR 3","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Apple ProRAW","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Wide color capture for photos and Live Photos","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Lens correction (Ultra Wide)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Advanced red-eye correction","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Photo geotagging","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Auto image stabilization","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Burst mode","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Camera","Image formats captured: HEIF and JPEG","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","HDR video recording with Dolby Vision up to 60 fps","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","4K video recording at 24 fps, 25 fps, 30 fps, or 60 fps","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","1080p HD video recording at 25 fps, 30 fps, or 60 fps","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","720p HD video recording at 30 fps","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Sensor-shift optical image stabilization for video (Wide)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Optical image stabilization for video (Wide)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","2.5x optical zoom in, 2x optical zoom out; 5x optical zoom range","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Digital zoom up to 7x","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Audio zoom","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Brighter True Tone flash","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","QuickTake video","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Slo‑mo video support for 1080p at 120 fps or 240 fps","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Time‑lapse video with stabilization","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Night mode Time‑lapse","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Extended dynamic range for video up to 60 fps","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Cinematic video stabilization (4K, 1080p, and 720p)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Continuous autofocus video","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Take 8MP still photos while recording 4K video","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Playback zoom","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Video formats recorded: HEVC and H.264","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Recording","Stereo recording","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","12MP camera","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","ƒ/2.2 aperture","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Portrait mode with advanced bokeh and Depth Control","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Portrait Lighting with six effects (Natural, Studio, Contour, Stage, Stage Mono, High-Key Mono)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Animoji and Memoji","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Night mode","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Deep Fusion","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Smart HDR 3","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","HDR video recording with Dolby Vision up to 30 fps","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","4K video recording at 24 fps, 25 fps, 30 fps, or 60 fps","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","1080p HD video recording at 25 fps, 30 fps, or 60 fps","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Slo‑mo video support for 1080p at 120 fps","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Time‑lapse video with stabilization","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Night mode Time‑lapse","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Extended dynamic range for video up to 30 fps","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Cinematic video stabilization (4K, 1080p, and 720p)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","QuickTake video","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Wide color capture for photos and Live Photos","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Lens correction","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Retina Flash","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Auto image stabilization","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","TrueDepth Camera","Burst mode","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Face ID","Enabled by TrueDepth camera for facial recognition","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Apple Pay","Pay with your iPhone using Face ID in stores, within apps, and on the web","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Apple Pay","Send and receive money in Messages","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Apple Pay","Complete purchases made with Apple Pay on your Mac","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Apple Pay","Pay for your ride using Express Transit","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Cellular and Wireless","Model A2341*
5G NR (Bands n1, n2, n3, n5, n7, n8, n12, n20, n25, n28, n38, n40, n41, n66, n71, n77, n78, n79)
5G NR mmWave (Bands n260, n261)
FDD‑LTE (Bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 66, 71)
TD‑LTE (Bands 34, 38, 39, 40, 41, 42, 46, 48)
CDMA EV‑DO Rev. A (800, 1900 MHz)
UMTS/HSPA+/DC-HSDPA (850, 900, 1700/2100, 1900, 2100 MHz)
GSM/EDGE (850, 900, 1800, 1900 MHz)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Cellular and Wireless","Model A2342*
5G NR (Bands n1, n2, n3, n5, n7, n8, n12, n20, n25, n28, n38, n40, n41, n66, n71, n77, n78, n79)
5G NR mmWave (Bands n260, n261)
FDD-LTE (Bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 66, 71)
TD‑LTE (Bands 34, 38, 39, 40, 41, 42, 46, 48)
CDMA EV‑DO Rev. A (800, 1900 MHz)
UMTS/HSPA+/DC-HSDPA (850, 900, 1700/2100, 1900, 2100 MHz)
GSM/EDGE (850, 900, 1800, 1900 MHz)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Cellular and Wireless","All models
5G (sub‑6 GHz and mmWave)4
Gigabit LTE with 4x4 MIMO and LAA4
Wi‑Fi 6 (802.11ax) with 2x2 MIMO
Bluetooth 5.0 wireless technology
Ultra Wideband chip for spatial awareness5
NFC with reader mode
Express Cards with power reserve","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Location","Built-in GPS, GLONASS, Galileo, QZSS, and BeiDou","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Location","Digital compass","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Location","Wi‑Fi","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Location","Cellular","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Location","iBeacon microlocation","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Calling6","FaceTime video calling over cellular or Wi‑Fi","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Calling6","FaceTime HD (1080p) video calling over 5G or Wi-Fi","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Audio Calling6","FaceTime audio","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Audio Calling6","Voice over LTE (VoLTE)4","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Audio Calling6","Wi‑Fi calling4","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Audio Playback","Audio formats supported: AAC‑LC, HE‑AAC, HE‑AAC v2, Protected AAC, MP3, Linear PCM, Apple Lossless, FLAC, Dolby Digital (AC‑3), Dolby Digital Plus (E‑AC‑3), Dolby Atmos, and Audible (formats 2, 3, 4, Audible Enhanced Audio, AAX, and AAX+)","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Audio Playback","Spatial audio playback","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Audio Playback","User‑configurable maximum volume limit","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Playback","Video formats supported: HEVC, H.264, MPEG‑4 Part 2, and Motion JPEG","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Playback","HDR with Dolby Vision, HDR10, and HLG","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Playback","Up to 4K HDR AirPlay for mirroring, photos, and video out to Apple TV (2nd generation or later) or AirPlay 2–enabled smart TV","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Video Playback","Video mirroring and video out support: Up to 1080p through Lightning Digital AV Adapter and Lightning to VGA Adapter (adapters sold separately)7","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Siri8","Use your voice to send messages, set reminders, and more","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Siri8","Get intelligent suggestions on your Lock screen and in Messages, Mail, QuickType, and more","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Siri8","Activate hands‑free with only your voice using “Hey Siri”","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Siri8","Use your voice to run shortcuts from your favorite apps","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","External Buttons and Connectors","Volume up/down","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","External Buttons and Connectors","Ring/Silent","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","External Buttons and Connectors","Side button","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","External Buttons and Connectors","Built-in stereo speakers","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","External Buttons and Connectors","Built-in microphones","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","External Buttons and Connectors","Lightning connector","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Power and Battery9","Video playback: Up to 20 hours","1"
"","iPhone 12 Pro Max - Technical Specifications","https://support.apple.com/kb/SP832?viewlocale=en_US&locale=en_US","Power and Battery9","Video playback (streamed): Up to 12 hours","1"
